
61, 62, 53, 72, 62, 92, 118, 136, 109, 57, 61, 69, 
56, 49, 46, 36, 35, 44, 43, 39, 35, 35, 29, 30, 
23, 26, 50, 45, 25, 45, 53, 90, 61, 89, 97, 81, 
72, 80, 120, 137, 91, 53, 63, 57, 52, 46, 42, 42, 
50, 40, 46, 56, 43, 35, 30, 32, 23, 20, 35, 52, 
54, 81, 62, 88, 87, 93, 111, 99, 92, 81, 107, 148, 
80, 50, 66, 72, 67, 65, 51, 62, 66, 44, 68, 71, 
45, 38, 36, 46, 35, 18, 27, 35, 46, 60, 43, 79, 
105, 106, 108, 100, 101, 83, 64, 110, 66, 60, 76, 66, 
67, 68, 60, 60, 67, 69, 64, 55, 32, 27, 31, 43, 
25, 18, 23, 37, 37, 39, 51, 95, 106, 116, 125, 112, 
102, 89, 45, 76, 59, 74, 87, 56, 40, 56, 67, 57, 
49, 49, 47, 54, 35, 39, 38, 31, 19, 24, 27, 34, 
52, 79, 94, 109, 86, 104, 119, 106, 93, 67, 69, 106, 
65, 86, 88, 51, 19, 20, 38, 59, 55, 40, 40, 44, 
37, 49, 55, 46, 27, 39, 35, 29, 63, 108, 101, 109, 
78, 99, 99, 86, 90, 50, 91, 127, 70, 88, 74, 49, 
48, 47, 32, 28, 42, 41, 40, 35, 27, 37, 47, 42, 
42, 51, 33, 27, 70, 82, 86, 110, 102, 105, 94, 68, 
66, 57, 79, 81, 56, 71, 61, 70, 86, 79, 55, 43, 
50, 41, 43, 36, 23, 31, 37, 40, 50, 46, 58, 79, 
78, 57, 60, 93, 79, 68, 67, 66, 53, 52, 58, 55, 
59, 55, 58, 73, 83, 90, 84, 67, 66, 57, 52, 53, 
35, 39, 49, 45, 40, 39, 85, 92, 70, 64, 64, 78, 
84, 76, 71, 83, 66, 93, 101, 90, 87, 92, 94, 99, 
97, 97, 103, 97, 96, 91, 74, 63, 48, 44, 40, 32, 
34, 68, 105, 94, 89, 98, 89, 100, 6, 34, 53, 42, 
10, 17, 39, 34, 17, 12, 21, 31, 34, 38, 52, 63, 
60, 53, 69, 71, 61, 50, 51, 52, 44, 37, 47, 54, 
55, 36, 16, 30, 11, 48, 45, 41, 20, 22, 41, 35, 
30, 36, 52, 49, 41, 48, 72, 77, 90, 78, 90, 92, 
79, 65, 68, 66, 55, 58, 64, 69, 69, 42, 17, 12, 
5, 30, 47, 36, 8, 19, 29, 43, 40, 48, 57, 63, 
44, 37, 49, 52, 69, 73, 78, 73, 77, 88, 78, 67, 
71, 81, 88, 75, 58, 45, 47, 9, 25, 27, 29, 15, 
9, 15, 20, 23, 25, 24, 29, 51, 32, 38, 38, 37, 
35, 37, 39, 40, 52, 72, 62, 51, 50, 66, 64, 40, 
13, 27, 35, 4, 70, 60, 46, 33, 28, 31, 21, 21, 
25, 17, 35, 35, 26, 69, 78, 70, 60, 58, 53, 44, 
45, 50, 61, 63, 57, 50, 31, 17, 5, 20, 9, 8, 
72, 76, 66, 58, 58, 29, 6, 13, 17, 36, 43, 24, 
17, 34, 53, 70, 88, 113, 114, 101, 95, 70, 60, 62, 
55, 38, 15, 5, 2, 0, 3, 9, 47, 64, 75, 68, 
67, 20, 18, 29, 15, 26, 39, 47, 26, 17, 15, 33, 
91, 131, 127, 119, 101, 75, 54, 43, 32, 21, 10, 3, 
4, 19, 18, 5, 46, 23, 50, 69, 62, 15, 11, 25, 
22, 16, 17, 27, 40, 31, 23, 21, 51, 89, 78, 75, 
69, 58, 49, 35, 24, 10, 4, 9, 8, 36, 36, 14, 
63, 41, 25, 61, 63, 24, 23, 20, 32, 15, 12, 11, 
29, 44, 31, 22, 16, 40, 61, 60, 55, 52, 47, 37, 
25, 10, 8, 8, 5, 28, 35, 18, 61, 76, 42, 28, 
62, 37, 31, 16, 27, 28, 23, 23, 27, 26, 41, 35, 
14, 14, 25, 42, 48, 46, 41, 31, 19, 8, 10, 15, 
24, 23, 20, 15, 23, 57, 54, 21, 35, 36, 17, 27, 
20, 42, 40, 26, 34, 25, 16, 38, 35, 20, 12, 19, 
29, 38, 34, 27, 17, 14, 23, 38, 40, 22, 9, 14, 
71, 44, 79, 76, 21, 13, 19, 30, 16, 23, 34, 23, 
35, 30, 12, 12, 24, 44, 38, 18, 12, 16, 32, 22, 
18, 59, 89, 74, 49, 24, 17, 20, 90, 52, 64, 98, 
65, 13, 30, 28, 14, 14, 19, 22, 27, 24, 21, 18, 
16, 19, 42, 40, 20, 15, 24, 23, 43, 78, 120, 124, 
86, 25, 13, 19, 89, 61, 47, 87, 92, 41, 28, 34, 
16, 21, 23, 35, 22, 19, 25, 32, 33, 24, 21, 48, 
58, 20, 18, 30, 64, 79, 109, 133, 115, 47, 9, 22, 
77, 81, 56, 76, 86, 42, 4, 25, 34, 28, 29, 32, 
34, 30, 38, 33, 35, 44, 26, 18, 47, 34, 12, 18, 
44, 74, 71, 82, 113, 68, 20, 29, 50, 48, 36, 40, 
37, 24, 8, 7, 24, 37, 40, 32, 34, 34, 39, 42, 
47, 57, 43, 21, 15, 45, 34, 13, 23, 62, 59, 54, 
82, 46, 7, 16, 57, 45, 19, 9, 36, 44, 24, 0, 
20, 43, 48, 25, 36, 35, 25, 41, 44, 49, 57, 40, 
15, 23, 52, 22, 9, 17, 19, 28, 33, 22, 18, 55, 
54, 45, 25, 15, 60, 54, 40, 11, 25, 43, 54, 29, 
32, 37, 19, 18, 19, 24, 41, 49, 29, 15, 30, 36, 
16, 17, 23, 12, 12, 10, 26, 52, 56, 44, 48, 21, 
48, 53, 44, 39, 23, 37, 50, 34, 28, 23, 23, 18, 
15, 21, 26, 29, 31, 26, 15, 34, 29, 13, 23, 15, 
14, 25, 30, 23, 31, 36, 40, 21, 40, 45, 37, 44, 
27, 27, 38, 40, 23, 19, 20, 11, 12, 19, 26, 21, 
23, 25, 21, 20, 30, 22, 16, 19, 9, 13, 34, 19, 
14, 26, 39, 34, 63, 68, 45, 50, 40, 28, 46, 50, 
30, 21, 17, 14, 13, 15, 20, 15, 20, 21, 25, 16, 
20, 38, 18, 15, 26, 24, 34, 48, 25, 17, 24, 35, 
53, 86, 72, 80, 62, 31, 47, 48, 34, 31, 23, 24, 
17, 17, 13, 18, 13, 14, 19, 15, 13, 26, 29, 10, 
27, 32, 35, 61, 38, 40, 27, 43, 38, 62, 81, 96, 
69, 26, 43, 55, 39, 33, 32, 23, 21, 29, 29, 25, 
22, 26, 22, 22, 15, 17, 40, 31, 11, 32, 32, 55, 
38, 65, 71, 56, 43, 44, 83, 96, 51, 24, 47, 45, 
36, 32, 29, 26, 30, 19, 29, 39, 26, 24, 23, 24, 
15, 13, 28, 40, 40, 69, 42, 49, 57, 63, 82, 72, 
63, 48, 70, 103, 43, 31, 51, 56, 47, 49, 36, 43, 
46, 27, 57, 60, 33, 27, 26, 37, 26, 10, 19, 28, 
32, 41, 21, 45, 73, 76, 82, 75, 71, 54, 36, 74, 
37, 44, 61, 50, 50, 53, 42, 39, 48, 54, 51, 44, 
22, 16, 20, 31, 15, 7, 13, 28, 19, 16, 26, 59, 
75, 90, 104, 90, 71, 65, 29, 56, 39, 57, 69, 42, 
31, 45, 48, 34, 29, 34, 28, 39, 25, 28, 26, 18, 
7, 11, 15, 20, 28, 51, 62, 68, 57, 79, 98, 79, 
62, 56, 46, 74, 42, 65, 70, 38, 11, 13, 27, 41, 
33, 18, 19, 27, 24, 35, 40, 31, 12, 24, 23, 12, 
37, 75, 65, 68, 53, 73, 73, 53, 58, 40, 61, 88, 
45, 64, 53, 31, 33, 39, 26, 17, 25, 22, 23, 21, 
15, 24, 33, 26, 22, 32, 17, 10, 43, 47, 51, 78, 
77, 79, 65, 37, 43, 47, 60, 56, 38, 53, 43, 53, 
69, 64, 41, 27, 33, 24, 27, 21, 10, 20, 23, 24, 
33, 26, 34, 52, 45, 22, 31, 68, 47, 38, 37, 42, 
39, 38, 42, 34, 37, 34, 36, 52, 61, 65, 58, 41, 
39, 32, 32, 33, 17, 23, 33, 30, 27, 20, 54, 60, 
40, 36, 39, 57, 34, 32, 34, 53, 42, 59, 66, 50, 
41, 48, 53, 60, 58, 62, 70, 64, 62, 58, 45, 34, 
20, 20, 22, 20, 23, 49, 71, 58, 61, 72, 61, 69
